eic,name,tso,substation_from,substation_to,u,imax_fixed,imax_seasonal,dlr_min,dlr_max,r,x,b,length_km,is_tieline
11TD8L203------C,Eula - Röhrsdorf 203,50HERTZ,Eula,Röhrsdorf,220.0,790.0,,,,4.0937,18.349,161.1637031291564,51.511,False
11TD8L207------H,Röhrsdorf - Weida 207,50HERTZ,Röhrsdorf,Weida,220.0,790.0,,,,7.5895,31.888,348.7167845484671,98.324,False
11TD8L208------9,Eula - Weida 208,50HERTZ,Eula,Weida,220.0,1070.0,,,,5.0537,19.541,264.2393580934375,67.55,False
11TD8L275------7,Bentwisch - Güstrow 275,50HERTZ,Bentwisch,Güstrow,220.0,1200.0,,,,1.909,12.055,158.0849423286384,41.418,False
11TD8L291------L,Wuhlheide - Thyrow 291,50HERTZ,Wuhlheide,Thyrow,220.0,960.0,,,,2.9672,11.191,266.784,38.882,False
11TD8L295------Q,Hennigsdorf - Wustermark 295,50HERTZ,Hennigsdorf,Wustermark,220.0,1070.0,,,,0.548,6.85,129.1194580625405,27.4,False
11TD8L301------I,Marzahn - Wuhlheide 301,50HERTZ,Marzahn,Wuhlheide,220.0,1070.0,,,,0.5487,2.4908,37.070793312359555,9.111,False
11TD8L302------A,Marzahn - Wuhlheide(Abzweig) 302/1,50HERTZ,Marzahn,Wuhlheide (Abzweig),220.0,960.0,,,,0.545,2.4772,37.070793312359555,9.111,False
11TD8L302------A,Wuhlheide (Abzweig) - Thyrow 302/2,50HERTZ,Wuhlheide (Abzweig),Thyrow,220.0,960.0,,,,2.9672,11.191,153.12122593596652,38.882,False
11TD8L303------2,Bertikow - Neuenhagen 303,50HERTZ,Bertikow,Neuenhagen,220.0,1070.0,,,,6.6733,25.638,321.16501697648454,86.064,False
11TD8L304------V,Neuenhagen - Vierraden 304,50HERTZ,Neuenhagen,Vierraden,220.0,1070.0,,,,7.9376,29.701,375.9858087816265,100.756,False
11TD8L305------N,Bertikow - Pasewalk 305,50HERTZ,Bertikow,Pasewalk,220.0,900.0,,,,2.2852,8.7795,109.98715880217867,29.471,False
11TD8L306------F,Vierraden - Pasewalk 306,50HERTZ,Vierraden,Pasewalk,220.0,1070.0,,,,4.9243,18.121,230.9070600388498,61.885,False
11TD8L313------U,Lubmin - Lüdershagen 313,50HERTZ,Lubmin,Lüdershagen,220.0,1200.0,,,,2.821,16.33,214.3822826809675,56.212,False
11TD8L314------M,Lubmin - Lüdershagen 314,50HERTZ,Lubmin,Lüdershagen,220.0,1200.0,,,,2.821,16.33,214.3822826809675,56.212,False
11TD8L315------E,Pasewalk - Güstrow 315,50HERTZ,Pasewalk,Güstrow,220.0,900.0,,,,12.1223,44.3118,572.3981814840604,151.143,False
11TD8L316------6,Pasewalk - Güstrow 316,50HERTZ,Pasewalk,Güstrow,220.0,900.0,,,,12.1223,44.3118,572.3981814840604,151.143,False
11TD8L317-276--N,Lüdershagen - Güstrow 317-276,50HERTZ,Lüdershagen,Güstrow,220.0,1200.0,,,,6.59,31.384,404.44863822315,106.538,False
11TD8L318------R,Lüdershagen - Bentwisch 318,50HERTZ,Lüdershagen,Bentwisch,220.0,1200.0,,,,4.69,19.401,247.33758961712442,65.349,False
11TD8L328------I,Parchim/Süd - Güstrow 328,50HERTZ,Parchim/Süd,Güstrow,220.0,900.0,,,,15.5033,57.559,196.2238771432185,52.317,False
11TD8L332-322--6,Parchim/Süd - Wolmirstedt 332-322,50HERTZ,Parchim/Süd,Wolmirstedt,220.0,900.0,,,,9.62549,40.6047,582.1371187101887,141.507,False
11TD8L357-----0Y,Eula - Wolkramshausen 357,50HERTZ,Eula,Wolkramshausen,220.0,1070.0,,,,12.208,46.854,600.0441968356505,159.147,False
11TD8L358------S,Eula - Wolkramshausen 358,50HERTZ,Eula,Wolkramshausen,220.0,1070.0,,,,12.208,46.854,600.0441968356505,159.147,False
11TD8L367------R,Vieselbach - Wolkramshausen 367,50HERTZ,Vieselbach,Wolkramshausen,220.0,1600.0,,,,2.5437,19.586,245.67254551072185,65.756,False
11TD8L368------J,Vieselbach - Wolkramshausen 368,50HERTZ,Vieselbach,Wolkramshausen,220.0,1600.0,,,,2.5437,19.586,245.67254551072185,65.756,False
11TD8L526------E,Wustermark - Thyrow 526,50HERTZ,Wustermark,Thyrow,220.0,1290.0,,,,2.0631,17.306,312.52563717911266,69.44,False
11TD8L415------4,Vieselbach - Remptendorf - Großschwabhausen 415,50HERTZ,Vieselbach,Remptendorf - Großschwabhausen,380.0,2720.0,,,,3.004,19.631,338.09820137933355,77.547,False
11TD8L416------X,Vieselbach - Remptendorf 416,50HERTZ,Vieselbach,Remptendorf,380.0,2720.0,,,,3.0161,19.711,339.54333399998484,77.547,False
11TD8L419------9,Krümmel - Görries 419,50HERTZ,Krümmel,Görries,380.0,2700.0,,,,2.2112,22.407,389.0862501470959,87.47,False
11TD8L420------Z,Krümmel - Wessin 420,50HERTZ,Krümmel,Wessin,380.0,2700.0,,,,2.9614,28.516,495.7119048099335,111.421,False
11TD8L423------B,Görries - Güstrow 423,50HERTZ,Görries,Güstrow,380.0,2720.0,,,,2.2401,18.244,311.9915664280024,71.582,False
11TD8L424------3,Wessin - Güstrow 424,50HERTZ,Wessin,Güstrow,380.0,2720.0,,,,1.4741,12.006,205.24024805902118,47.103,False
11TD8L437------7,Wolmirstedt - Förderstedt 437,50HERTZ,Wolmirstedt,Förderstedt,380.0,2520.0,,,,1.3442,12.79,209.554,48.545,False
11TD8L438-----0Y,Wolmirstedt - Förderstedt 438,50HERTZ,Wolmirstedt,Förderstedt,380.0,2520.0,,,,1.3442,12.79,209.576,48.545,False
11TD8L454------D,Eisenach - Vieselbach 454,50HERTZ,Eisenach,Vieselbach,380.0,2520.0,,,,1.891,18.946,306.5251952107561,72.285,False
11TD8L463------C,Altenfeld - Remptendorf 463,50HERTZ,Altenfeld,Remptendorf,380.0,2370.0,,,,1.4945813170600348,13.537748213299547,208.53892034529045,50.254,False
11TD8L464------4,Altenfeld - Remptendorf 464,50HERTZ,Altenfeld,Remptendorf,380.0,2370.0,,,,1.4945813170600348,13.537748213299547,208.53892034529045,50.254,False
11TD8L467------H,Vieselbach - Altenfeld 467,50HERTZ,Vieselbach,Altenfeld,380.0,3600.0,,,,1.1669,14.503,267.66369408585035,56.081,False
11TD8L468------9,Vieselbach - Altenfeld 468,50HERTZ,Vieselbach,Altenfeld,380.0,3600.0,,,,1.1669,14.503,267.66369408585035,56.081,False
11TD8L471------J,Lauchstädt - Vieselbach 471,50HERTZ,Lauchstädt,Vieselbach,380.0,3600.0,,,,1.4276,19.656,358.456,78.069,False
11TD8L472------B,Lauchstädt - Vieselbach 472,50HERTZ,Lauchstädt,Vieselbach,380.0,3600.0,,,,1.4276,19.656,361.597,78.069,False
11TD8L475------O,Lubmin - Altentreptow/Nord 475,50HERTZ,Lubmin,Altentreptow/Nord,380.0,2520.0,,,,1.4206,13.747,219.56591055939063,52.115,False
11T0-0000-0007-7,Lubmin - Altentreptow/Süd 476,50HERTZ,Lubmin,Altentreptow/Süd,380.0,2520.0,,,,1.622,17.826,290.28316119169693,68.8,False
11T0-0000-0008-4,Altentreptow/Nord - Altentreptow/Süd 477,50HERTZ,Altentreptow/Nord,Altentreptow/Süd,380.0,2520.0,,,,0.395,4.342,70.78008248537805,16.767,False
11T0-0000-0009-1,Altentreptow/Süd - Gransee 479,50HERTZ,Altentreptow/Süd,Gransee,380.0,2520.0,,,,1.814,19.938,325.24908742615133,77.008,False
11T0-0000-0979-2,Stendal/West - Wolmirstedt 487,50HERTZ,Stendal/West,Wolmirstedt,380.0,3600.0,,,,0.584579736817909,9.291628841667208,172.47343668207967,37.245,False
11T0-0000-0980-P,Stendal/West - Wolmirstedt 488,50HERTZ,Stendal/West,Wolmirstedt,380.0,3600.0,,,,0.584579736817909,9.291628841667208,172.47343668207967,37.245,False
11TD8L489------K,Stendal/West - Wolmirstedt 489,50HERTZ,Stendal/West,Wolmirstedt,380.0,2520.0,,,,1.1824,9.63,160.81812793726152,37.245,False
11TD8L490------9,Stendal/West - Wolmirstedt 490,50HERTZ,Stendal/West,Wolmirstedt,380.0,2520.0,,,,1.1824,9.63,160.81812793726152,37.245,False
11TD8L493------M,Wolmirstedt - Teufelsbruch 493,50HERTZ,Wolmirstedt,Teufelsbruch,380.0,2400.0,,,,3.6651,33.198,518.6769471076749,124.397,False
11TD8L494------E,Wolmirstedt - Wustermark 494,50HERTZ,Wolmirstedt,Wustermark,380.0,2500.0,,,,3.1838,27.944,434.41943213839664,104.103,False
11TD8L495------6,Neuenhagen - Marzahn 495,50HERTZ,Neuenhagen,Marzahn,380.0,2280.0,,,,0.7606,4.3135,71.94247176720627,16.937,False
11TD8L496------Z,Neuenhagen - Marzahn 496,50HERTZ,Neuenhagen,Marzahn,380.0,2400.0,,,,0.7606,4.3135,71.94247176720627,16.937,False
11TD8L498------J,Wustermark - Teufelsbruch 498,50HERTZ,Wustermark,Teufelsbruch,380.0,2400.0,,,,0.7176,7.7358,129.81060844633026,29.597,False
11TD8L499------B,Jessen/Nord - Lauchstädt 499,50HERTZ,Jessen/Nord,Lauchstädt,380.0,2040.0,,,,3.33876,25.41866,464.5787216128586,102.157,False
11TD8L500------6,Jessen/Nord - Marke 500,50HERTZ,Jessen/Nord,Marke,380.0,2040.0,,,,3.45078,26.8854,490.59110878458216,107.37,False
11T0-0000-0040-C,Ragow - Schönewalde 501,50HERTZ,Ragow,Schönewalde,380.0,2040.0,,,,1.6984998181150481,13.442114075662966,246.772,54.003,False
11TD8L502-----1N,Ragow - Jessen/Nord 502,50HERTZ,Ragow,Jessen/Nord,380.0,2040.0,,,,1.945,15.45,290.28,61.782,False
11TD8L503-----1F,Schönewalde - Jessen/Nord 503,50HERTZ,Schönewalde,Jessen/Nord,380.0,2040.0,,,,0.25355,2.06146,36.28539514896212,7.953,False
11TD8L504------B,Marke - Lauchstädt 504,50HERTZ,Marke,Lauchstädt,380.0,2040.0,,,,2.104,12.729,230.15307780198827,50.873,False
11TD8L509------8,Lubmin - Siedenbrünzow 509,50HERTZ,Lubmin,Siedenbrünzow,380.0,2520.0,,,,1.5903,14.442,243.1278554613141,56.205,False
11TD8L510------Y,Lubmin - Siedenbrünzow 510,50HERTZ,Lubmin,Siedenbrünzow,380.0,2520.0,,,,1.5903,14.442,243.1278554613141,56.205,False
11TD8L512-----1E,Siedenbrünzow - Güstrow 512,50HERTZ,Siedenbrünzow,Güstrow,380.0,2500.0,,,,3.3653,25.045,386.91855121611894,93.611,False
11TD8L513-----16,Siedenbrünzow - Putlitz/Süd 513,50HERTZ,Siedenbrünzow,Putlitz/Süd,380.0,2500.0,,,,2.589,28.065,464.5787216128586,109.1,False
11TD8L514-----1Z,Güstrow - Putlitz/Süd 514,50HERTZ,Güstrow,Putlitz/Süd,380.0,2520.0,,,,2.882,26.429,422.23,100.3,False
11TD8L516------N,Perleberg - Stendal/West 516,50HERTZ,Perleberg,Stendal/West,380.0,2520.0,,,,2.4508,19.375,324.7778485281128,75.543,False
11TD8L517-----1B,Gransee - Neuenhagen 517,50HERTZ,Gransee,Neuenhagen,380.0,2040.0,,,,1.659,18.225,296.409266866197,70.32,False
11T0-0000-0010-O,Altentreptow/Süd - Malchow 518,50HERTZ,Altentreptow/Süd,Malchow,380.0,2040.0,,,,3.09,33.95,553.2344662971626,131.262,False
11TD8L520------P,Neuenhagen - Malchow 520,50HERTZ,Neuenhagen,Malchow,380.0,2040.0,,,,0.5655,6.2143,101.12786751905546,23.992,False
11TD8L521-525--G,Wustermark - Ragow 521-525,50HERTZ,Wustermark,Ragow,380.0,2504.0,,,,4.0033,32.625,585.435790996458,130.739,False
11TD8L522------9,Thyrow - Ragow 522,50HERTZ,Thyrow,Ragow,380.0,2504.0,,,,1.9479,15.382,277.96811798962494,61.804,False
11T0-0000-0041-9,Ragow - Jessen/Nord 531,50HERTZ,Ragow,Jessen/Nord,380.0,2520.0,,,,1.8259,17.1078,290.974,65.743,False
11T0-0000-0042-6,Förderstedt - Jessen/Nord 533,50HERTZ,Förderstedt,Jessen/Nord,380.0,2520.0,,,,3.2516,30.4911,527.0964154192955,117.5,False
11TD8L535------D,Lauchstädt - Wolmirstedt 535,50HERTZ,Lauchstädt,Wolmirstedt,380.0,2520.0,,,,5.4291,40.6894,676.6990575832415,155.36,False
11TD8L536------5,Wolmirstedt - Klostermansfeld 536,50HERTZ,Wolmirstedt,Klostermansfeld,380.0,2520.0,,,,3.8793,30.282,504.00570941541054,117.188,False
11TD8L538------Q,Klostermansfeld - Lauchstädt 538,50HERTZ,Klostermansfeld,Lauchstädt,380.0,2500.0,,,,1.3812,10.0828,169.61458736731296,38.769,False
11TD8L539------I,Ragow - Preilack 539,50HERTZ,Ragow,Preilack,380.0,2280.0,,,,1.3485,10.826,191.57432001590558,43.164,False
11TD8L540------7,Ragow - Preilack 540,50HERTZ,Ragow,Preilack,380.0,2280.0,,,,1.3485,10.826,191.57432001590558,43.164,False
11TD8L541-----0Y,Graustein - Preilack 541,50HERTZ,Graustein,Preilack,380.0,2000.0,,,,2.0053,15.874,269.1402426330376,62.459,False
11TD8L542------S,Graustein - Preilack 542,50HERTZ,Graustein,Preilack,380.0,2000.0,,,,2.0053,15.874,269.1402426330376,62.459,False
11TD8L543------K,Bentwisch - Güstrow 543,50HERTZ,Bentwisch,Güstrow,380.0,2720.0,,,,0.9146,9.0037,157.33096009177686,35.561,False
11TD8L544------C,Bentwisch - Güstrow 544,50HERTZ,Bentwisch,Güstrow,380.0,2720.0,,,,0.9146,9.0037,157.33096009177686,35.561,False
11TD8L547------P,Eisenhüttenstadt (Abzweig) - Eisenhüttenstadt 547-3,50HERTZ,Eisenhüttenstadt (Abzweig),Eisenhüttenstadt,380.0,1200.0,,,,0.502,1.818,34.6203510425595,7.526,False
11TD8L547------P,Eisenhüttenstadt (Abzweig) - Preilack 547-2,50HERTZ,Eisenhüttenstadt (Abzweig),Preilack,380.0,2280.0,,,,1.422,9.63,170.87122442874886,38.476,False
11TD8L547------P,Eisenhüttenstadt (Abzweig) - Neuenhagen 547-1,50HERTZ,Eisenhüttenstadt (Abzweig),Neuenhagen,380.0,2280.0,,,,3.2182,21.7937,404.0088,87.005,False
11T0000000000023,Eisenhüttenstadt (Abzweig) - Eisenhüttenstadt 548-3,50HERTZ,Eisenhüttenstadt (Abzweig),Eisenhüttenstadt,380.0,1200.0,,,,0.502,1.818,34.62035104255953,7.526,False
11T0000000000023,Eisenhüttenstadt (Abzweig) - Preilack 548-2,50HERTZ,Eisenhüttenstadt (Abzweig),Preilack,380.0,2280.0,,,,1.422,9.63,170.87122442874886,38.476,False
11T0000000000015,Heinersdorf - Neuenhagen 444,50HERTZ,Heinersdorf,Neuenhagen,380.0,2280.0,,,,1.5429,10.4487,185.071,41.71,False
11T0000000000023,Eisenhüttenstadt (Abzweig) - Heinersdorf 548-4,50HERTZ,Eisenhüttenstadt (Abzweig),Heinersdorf,380.0,2280.0,,,,1.674,11.334,200.7477705643878,45.247,False
11TD8L551------R,Bärwalde - Schmölln 551,50HERTZ,Bärwalde,Schmölln,380.0,3600.0,,,,0.7441,11.506,218.96900795520858,45.911,False
11TD8L552------J,Bärwalde - Schmölln 552,50HERTZ,Bärwalde,Schmölln,380.0,3600.0,,,,0.7441,11.506,218.96900795520858,45.911,False
11TD8L553------B,Hagenwerder - Schmölln 553,50HERTZ,Hagenwerder,Schmölln,380.0,2500.0,,,,1.6516,14.496,252.30130600979632,56.656,False
11TD8L554------3,Hagenwerder - Schmölln 554,50HERTZ,Hagenwerder,Schmölln,380.0,2500.0,,,,1.6516,14.496,252.30130600979632,56.656,False
11TD8L555------W,Schmölln - Dresden/Süd 555,50HERTZ,Schmölln,Dresden/Süd,380.0,2500.0,,,,1.0031,9.3866,163.0486587213103,36.548,False
11TD8L556------O,Schmölln - Dresden/Süd 556,50HERTZ,Schmölln,Dresden/Süd,380.0,2500.0,,,,1.0031,9.3866,163.0486587213103,36.548,False
11TD8L557------G,Bärwalde - Streumen 557,50HERTZ,Bärwalde,Streumen,380.0,2520.0,,,,2.5843,24.182,404.3543904435423,93.783,False
11TD8L558------8,Bärwalde - Streumen 558,50HERTZ,Bärwalde,Streumen,380.0,2520.0,,,,2.5843,24.182,404.3543904435423,93.783,False
11T0-0000-0948-H,Preilack - Altdöbern 559,50HERTZ,Preilack,Altdöbern,380.0,2040.0,,,,1.2462,13.4333,224.099,50.505,False
11TD8L560------Q,Preilack - Streumen 560,50HERTZ,Preilack,Streumen,380.0,2040.0,,,,3.0048,32.391,537.904,121.222,False
11T0-0000-0043-3,Ragow - Streumen 561,50HERTZ,Ragow,Streumen,380.0,2504.0,,,,2.9365,22.6101,385.0021796974292,88.719,False
11TD8L562------A,Ragow - Streumen 562,50HERTZ,Ragow,Streumen,380.0,2504.0,,,,2.9365,22.6101,385.0021796974292,88.719,False
11TD8L565------N,Graustein - Bärwalde 565,50HERTZ,Graustein,Bärwalde,380.0,2520.0,,2520.0,3150.0,0.6666,5.5904,96.41547853867075,21.801,False
11TD8L566------F,Graustein - Bärwalde 566,50HERTZ,Graustein,Bärwalde,380.0,2520.0,,2520.0,3150.0,0.6666,5.5904,96.41547853867075,21.801,False
11TD8L571------9,Streumen - Röhrsdorf 571,50HERTZ,Streumen,Röhrsdorf,380.0,2504.0,,2504.0,3150.0,2.6478,19.844,385.7875778608266,82.808,False
11TD8L572------1,Streumen - Röhrsdorf 572,50HERTZ,Streumen,Röhrsdorf,380.0,2504.0,,2504.0,3150.0,2.6478,19.844,385.7875778608266,82.808,False
11TD8L573------U,Röhrsdorf - Weida 573,50HERTZ,Röhrsdorf,Weida,380.0,2504.0,,,,2.5835,15.606,270.74245488636836,61.654,False
11TD8L574------M,Remptendorf - Röhrsdorf 574,50HERTZ,Remptendorf,Röhrsdorf,380.0,2504.0,,,,4.2693,25.789,459.83491670593804,103.396,False
11TD8L575------E,Remptendorf - Weida 575,50HERTZ,Remptendorf,Weida,380.0,2504.0,,,,1.8371,11.097,207.40794698999815,45.505,False
11TD8L585------5,Streumen - Eula 585,50HERTZ,Streumen,Eula,380.0,2520.0,,,,2.9546,22.144,356.6964298885851,84.359,False
11TD8L586------Y,Streumen - Eula 586,50HERTZ,Streumen,Eula,380.0,2520.0,,,,2.9546,22.144,356.6964298885851,84.359,False
11TD8L587------Q,Eula - Pulgar 587,50HERTZ,Eula,Pulgar,380.0,2720.0,,,,0.7639,4.9919,90.85485954181682,20.185,False
11TD8L588------I,Eula - Pulgar 588,50HERTZ,Eula,Pulgar,380.0,2720.0,,,,0.7639,4.9919,90.85485954181682,20.185,False
11TD8L589------A,Pulgar - Vieselbach 589,50HERTZ,Pulgar,Vieselbach,380.0,2520.0,,,,3.2561,27.307,441.07960856400695,104.4,False
11TD8L590-----0Y,Pulgar - Vieselbach 590,50HERTZ,Pulgar,Vieselbach,380.0,2520.0,,,,3.2561,27.307,441.07960856400695,104.4,False
11TD8L591------S,Dresden/Süd - Röhrsdorf 591,50HERTZ,Dresden/Süd,Röhrsdorf,380.0,2520.0,,,,2.2251,22.06,380.60394998240344,85.368,False
11TD8L592------K,Dresden/Süd - Freiberg/Nord 592,50HERTZ,Dresden/Süd,Freiberg/Nord,380.0,2520.0,,,,1.1724,12.37,212.96856598685207,47.765,False
11TD8L594------4,Freiberg/Nord - Röhrsdorf 594,50HERTZ,Freiberg/Nord,Röhrsdorf,380.0,2520.0,,,,1.0522,9.686,167.57255214247957,37.587,False
11TD8L596------P,Putlitz/Süd - Perleberg - Putlitz 596,50HERTZ,Putlitz/Süd,Perleberg - Putlitz,380.0,2520.0,,,,0.967,8.748,146.33538580421256,34.208,False
11TD8L903------G,Reuter - Mitte 903,50HERTZ,Reuter,Mitte,380.0,800.0,,,,0.267,2.372,769.6902001294994,10.69,False
11TD8L904------8,Reuter - Charlottenburg 904,50HERTZ,Reuter,Charlottenburg,380.0,800.0,,,,0.1291,1.2745,235.61944901923448,5.27,False
11TD8L906------T,Charlottenburg - Mitte 906,50HERTZ,Charlottenburg,Mitte,380.0,800.0,,,,0.1206,1.2301,475.07164107584856,5.42,False
11TD8L907------L,Teufelsbruch - Reuter 907,50HERTZ,Teufelsbruch,Reuter,380.0,1620.0,,,,0.151,1.6912,690.2079059936776,7.55,False
11TD8L908------D,Teufelsbruch - Reuter 908,50HERTZ,Teufelsbruch,Reuter,380.0,1620.0,,,,0.151,1.6912,690.2079059936776,7.55,False
11TD8L919------X,Friedrichshain - Mitte 919,50HERTZ,Friedrichshain,Mitte,380.0,1660.0,,,,0.131,1.513,368.3203227068674,6.55,False
11TD8L920------M,Friedrichshain - Mitte 920,50HERTZ,Friedrichshain,Mitte,380.0,1660.0,,,,0.131,1.5196,376.55129545927264,6.55,False
11TD8L921------E,Friedrichshain - Marzahn 921,50HERTZ,Friedrichshain,Marzahn,380.0,1660.0,,,,0.1076,1.2266,300.8389125077586,5.38,False
11TD8L922------6,Friedrichshain - Marzahn 922,50HERTZ,Friedrichshain,Marzahn,380.0,1660.0,,,,0.1124,1.2145,321.0079373438051,5.35,False
11TD8L951------O,Hamburg/Nord - Brunsbüttel 951,50HERTZ,Hamburg/Nord,Brunsbüttel,380.0,3600.0,,,,1.07,13.95,283.93714403144554,57.098,False
11TD8L952------G,Hamburg/Nord - Brunsbüttel 952,50HERTZ,Hamburg/Nord,Brunsbüttel,380.0,3600.0,,,,1.07,13.95,283.93714403144554,57.098,False
11TD8L961------F,Hamburg/Ost - Hamburg/Nord 961,50HERTZ,Hamburg/Ost,Hamburg/Nord,380.0,2580.0,,2520.0,3300.0,1.0501,7.8803,139.20397048056373,31.001,False
11TD8L962------7,Hamburg/Ost - Hamburg/Nord 962,50HERTZ,Hamburg/Ost,Hamburg/Nord,380.0,2580.0,,2520.0,3300.0,1.0501,7.8803,139.20397048056373,31.001,False
11TD8L971------6,Hamburg/Süd - Hamburg/Ost 971,50HERTZ,Hamburg/Süd,Hamburg/Ost,380.0,2580.0,,,,0.9901,7.4404,131.9783073773072,29.433,False
11TD8L991------P,Hamburg/Ost - Krümmel 991,50HERTZ,Hamburg/Ost,Krümmel,380.0,3600.0,,,,0.59,6.7764,141.71724460343557,28.392,False
11TD8L992------H,Hamburg/Ost - Krümmel 992,50HERTZ,Hamburg/Ost,Krümmel,380.0,3600.0,,,,0.59,6.7764,141.71724460343557,28.392,False
11TD8L532------0,Ragow - Förderstedt 532,50HERTZ,Ragow,Förderstedt,380.0,2520.0,,,,4.9858,46.695,765.6061296798325,179.426,False
11T0-0000-0949-E,Altdöbern - Streumen 563,50HERTZ,Altdöbern,Streumen,380.0,2500.0,,,,1.7483,18.8461,312.274,70.533,False
11TD8L972------Z,Hamburg/Süd - Hamburg/Ost 972,50HERTZ,Hamburg/Süd,Hamburg/Ost,380.0,2580.0,,,,0.9901,7.4404,131.9783073773072,29.433,False
11TD8L515------V,Putlitz/Süd - Stendal/West 515,50HERTZ,Putlitz/Süd,Stendal/West,380.0,2520.0,,,,2.0566,22.2964,369.1057,86.65,False
14T-220-0-N203BP,SW Weibern- Hausruck 203B,APG,SW Weibern,Hausruck,220.0,2150.0,,,,0.431,4.867,69.05,17.1,False
14T-220-0-N203AR,St. Peter 2 -  SW Weibern 203A,APG,St. Peter,SW Weibern,220.0,2150.0,,,,1.225,13.83,196.22,48.6,False
14T-380-0-0436AJ,Bisamberg - Duernrohr 436A,APG,Bisamberg,Duernrohr,380.0,2300.0,,,,1.11,15.52,193.1136,51.1,False
14T-380-0-0444AL,Bisamberg - Duernrohr 444A,APG,Bisamberg,Duernrohr,380.0,2300.0,,,,1.109,15.52,193.1136,51.1,False
14T-380-0-0444CH,Bisamberg - Sarasdorf 444C,APG,Bisamberg,Sarasdorf,380.0,2300.0,,,,1.078,15.05,188.0871,49.6,False
14T-220-0-002977,Bisamberg - Duernrohr 297,APG,Bisamberg,Duernrohr,220.0,2080.0,,,,1.1,12.7,167.1327,51.1,False
14T-220-0-002985,Bisamberg - Duernrohr 298,APG,Bisamberg,Duernrohr,220.0,2080.0,,,,1.1,12.7,167.1327,51.1,False
14T-220-0-0228BT,Bisamberg - Kledering 228B,APG,Bisamberg,Kledering,220.0,1200.0,,,,2.165,11.71,137.9473,37.5,False
14T-220-0-00227S,Bisamberg - Wien Suedost 227,APG,Bisamberg,Wien Suedost,220.0,1200.0,,,,2.248,12.14,143.0052,38.9,False
14T-220-0-00207Y,Bisamberg - Ybbsfeld 207,APG,Bisamberg,Ybbsfeld,220.0,800.0,,,,8.876,47.31,321.699,114.6,False
14T-220-0-00208W,Bisamberg - Ybbsfeld 208,APG,Bisamberg,Ybbsfeld,220.0,800.0,,,,8.876,47.31,321.699,114.6,False
14T-380-0-0443BM,Bisamberg - Zaya 443B,APG,Bisamberg,Zaya,380.0,2300.0,,,,0.904,16.34,230.0,57.3,False
14T-380-0-0434BN,Duernrohr - Etzersdorf 434B,APG,Duernrohr,Etzersdorf,380.0,2300.0,,,,0.3,4.4,51.05088,13.9,False
14T-380-0-00433L,Duernrohr - Kronstorf 433,APG,Duernrohr,Kronstorf,380.0,2300.0,,,,2.56,37.2,434.7963,118.3,False
14T-380-0-0435AM,Duernrohr - Wien Suedost 435A,APG,Duernrohr,Wien Suedost,380.0,2300.0,,,,2.75,38.62,480.3494,127.0,False
14T-380-0-443AK0,Bisamberg - Duernrohr 443A,APG,Bisamberg,Duernrohr,380.0,2300.0,,,,2.75,38.62,480.3494,127.0,False
14T-220-0-0203CD,Ernsthofen - Hausruck 203C,APG,Ernsthofen,Hausruck,220.0,1000.0,,,,1.164,13.15,185.8569,45.9,False
14T-220-0-0204CA,Ernsthofen - Sattledt 204D,APG,Ernsthofen,Sattledt,220.0,1070.0,,,,0.869,9.823,138.638,34.2,False
14T-220-0-0205AB,Ernsthofen - Wallsee 205A,APG,Ernsthofen,Wallsee,220.0,810.0,,,,1.79,9.27,62.7376,22.4,False
14T-221-0-00206Q,Ernsthofen - Ybbsfeld 206,APG,Ernsthofen,Ybbsfeld,220.0,810.0,,,,3.44,18.24,123.6215,44.1,False
14T-220-0-0201BL,Ernsthofen - Klaus 201B,APG,Ernsthofen,Klaus,220.0,925.0,,,,3.47,18.0,128.35,67.4,False
14T-220-0-002027,Ernsthofen - Weissenbach 202,APG,Ernsthofen,Weissenbach,220.0,925.0,,,,6.67,34.49,240.08,84.4,False
14T-380-0-0434AP,Etzersdorf - Kronstorf 434A,APG,Etzersdorf,Kronstorf,380.0,2300.0,,,,2.26,32.82,383.5884,0.7,False
14T-220-0-00268E,Feistritz - Obersielach 268,APG,Feistritz,Obersielach,220.0,2080.0,,,,1.238,14.2,185.8566,47.8,False
14T-220-0-0266CH,Feistritz - Villach Süd 266C,APG,Feistritz,Villach Süd,220.0,2080.0,,,,0.761,8.727,114.2,41.3,False
14T-220-0-0266AL,Greuth - Lienz 266A,APG,Greuth,Lienz,220.0,2080.0,,,,2.111,24.23,317.2999,81.5,False
14T-220-0-0266BJ,Greuth - Villach Süd 266B,APG,Greuth,Villach Süd,220.0,2080.0,,,,0.308,3.535,46.28,81.5,False
14T-220-0-0204BC,Hausruck - Sattledt 204C,APG,Hausruck,Sattledt,220.0,2150.0,,,,0.295,3.33,47.2495,11.7,False
14T-220-0-N204BM,SW Weibern - Hausruck 204B,APG,SW Weibern,Hausruck,220.0,2150.0,,,,0.431,4.867,69.05,17.1,False
14T-220-0-N204AO,St. Peter 2 - SW Weibern 204A,APG,St. Peter,SW Weibern,220.0,2150.0,,,,1.225,13.83,196.22,48.6,False
14T-220-0-00286C,Hessenberg - Obersielach 286,APG,Hessenberg,Obersielach,220.0,800.0,,,,8.379,41.2,279.35,99.4,False
